id,date,text
12339346,2019-12-08 23:48:05,"На Ленинградском шоссе, перед поворотом в коттеджный поселок ""Небо"". Стоят машины на аварийке с пробитыми колесами. По слухам это продолжается второй день. Нам повезло погнуть правый передний диск. У других пробито по два колеса с правой стороны. Всему виной вот эта яма. Через 5 мин.после того как попали мы, приехала машина дорожной службы. Не поняла что они сделали. Постояли минут 10-15 и уехали. Может подсыпали чем-нибудь."
12339308,2019-12-08 23:04:22,"Вечером 8 декабря на Дороге на Турухтанные Острова Газель приехала в маршрутное такси 306, водитель Газели с места ДТП сбежал, некоторым пассажирам понадобилась помощь скорой медицинской..."
12339129,2019-12-08 21:16:58,Вечерняя авария на пересечении  Караваевской и Устинова
12339127,2019-12-08 21:15:48,"Около станции метро Нарвская, примерно в 10 вечера мужчина вырвал у парня телефон. Догнать не смогли."
12338897,2019-12-08 19:29:45,"Новости нашего Мегаполиса:

1. Поребрик, светофор и фонарь разбили каршеринговый «Логан» на Долгоозерной https://vk.cc/a78ZeX
2. В Петербурге ночью деревья падали на машины https://vk.cc/a7907A
3. «Сдвиг на миллиард»: владелец бракованной двухрублевой монеты верит, что продаст ее за 1 000 000 000 https://vk.cc/a790r8 
4. Сын Валерии на трассе М-11 разбил машину «Ягуар» и девушку Лиану https://vk.cc/a7915S
5. Пьяный водитель «КИА» устроил на КАДе две аварии https://vk.cc/a79lcF 
6. Пострадавший от наезда каршеринга скрылся с места аварии https://vk.cc/a792Tp
7. На митинге «СтопТариф» задержали оппозиционного лидера и трех «мертвых» https://vk.cc/a793pO
8. Девушка погубила мужчину, выехав на встречку на «южном полукольце» https://vk.cc/a793L9
9. Непристегнутый грудной ребенок потерял маму и получил тяжелые травмы в ДТП под Кировском https://vk.cc/a7977M
10. Огромная яма на Кантемировской улице ловит машину за машиной https://vk.cc/a797lI"
12338853,2019-12-08 19:20:23,"На Стачек 75, в 21:40
Серебристая машина каким-то образом перевернулась на бок и проехалась на нем, прохожие подбежали перевернуть ее, но уронили случайно на капот чёрной машины. Реанимация, скорая, пожарная, ДПС, все стоят."
12338593,2019-12-08 18:07:33,"На Есенина, рядом с перекрёстком Мориса Тореза, какая то мрачная двужуха. где то в 19:30 произошла авария. Кто то уехал на скорой, машина раздолбанная стоит по среди дороги где то час уже. Рядом пасутся гайцы."
12338592,2019-12-08 18:07:13,В 19:20 девятка снесла ограждение на Испытателей.
12338370,2019-12-08 17:18:27,"Видеозапись ДТП на пересечении Маршала Блюхера и Кондратьевского. 
Троллейбус и солярис хетчбэк."
12338299,2019-12-08 17:00:06,
12338246,2019-12-08 16:47:05,"Авария возле меги Дыбенко, служб нет."
12338243,2019-12-08 16:46:42,"На 10-11 линии Среднего проспекта В.О, трамваи в обе стороны встали, дпс нет."
12338074,2019-12-08 15:58:13,"Сегодня в 8 утра, на Кантемировской улице,  мой и 9 других автомобилей попали огромномую яму, которая находилась в средней полосе! Некоторые сразу поменяли на запаску и уехали, по своим делам, кто то пробил два колеса плюс к этому получил повреждение дисков. 
Ограждение поставили ребята, позаботившиеся о других участниках дороги! Им уважение. Мы Вызвали ГИБДД, пока ждали на наших глазах, приехала дорожная служба, засыпали яму и уехали! Сделано это было для того что бы пострадавшие  и сотрудник не смогли измерить глубину ямы.  Пишу, поскольку ремонтировать ее на мой взгляд пока не собираются. Ребята будьте бдительны и аккуратны."
12337765,2019-12-08 14:23:40,Момент аварии с водителем Киа Рио и Газелью сегодня днём.
12337688,2019-12-08 14:04:12,"Перед посёлком СНТ Чёрная речка. Белый Hyundai Santa Fe. Ехал один водитель, на повороте не удержался и влетел в столб, после спокойно вышел, с ним всё хорошо"
12337603,2019-12-08 13:28:27,"На перекрёстке Парашютной и Долгоозёрной сообразили на троих, третий участник остался за кадром."
12337365,2019-12-08 12:16:39,"Занесло на шоссе Барыбина в Тосненском районе, поселок Строение. Вторая машина ушла."
12337359,2019-12-08 12:14:37,Озеро образовалось на Южном шоссе
12337334,2019-12-08 12:06:29,Маршрутка горит рядом с заправкой недалеко от ст.м. Волковская.
12337157,2019-12-08 11:11:05,"В 14 часов на внешней стороне КАД перед съездом на Шафировский автомобиль въехал в зад Газели, от чего Газель кинуло в отбойник. Виновник скрылся! Просим помощи в поиске виновного!"
12337131,2019-12-08 11:04:04,"Женщина 1990г.р., управляя автомобилем ЗАЗ Шанц не справилась с управлением, выехала на полосу встречного движения и совершила столкновение с Рено Логан

Смертельное ДТП произошло утром в  7:50, в Кировском  районе ЛО, на 49км., автодороги Санкт-Петербург- Кировск, 

В результате ДТП водитель автомобиля Рено Логан мужчина 1973г.р. в тяжелом состоянии, 
водитель автомобиля ЗАЗ Шанц погибла, 
состояние  ее пассажира мужчины 1996г.р. уточняется  
и пассажир мальчик 2018г.р. в тяжелом состоянии . 

Сообщает отдел пропаганды УГИБДД"
12337047,2019-12-08 10:32:17,"На Манежной площади готовится новогодняя ярмарка, ночью был сильный ветер и уронил забор прям на машины. А вечером по всему забору повесили банеры, вот и сработало как парус."
12337036,2019-12-08 10:29:10,"Во дворе Шостаковича д. 1/9 упало дерево, проезда нет. Морда машины после ДТП, дерево помяло крышу, остальные припаркованные спас провод."
12337034,2019-12-08 10:28:29,"Сегодня ночью, около Кржижановского 13 упало дерево, прямо на машину. Службы приехали быстро"
12336843,2019-12-08 09:09:02,
12336662,2019-12-08 08:14:54,"Делимобиль заблудился прогуливая в парке Новознаменка на Чекистов.

А другой каршеринг завершил аренду на газоне на Краснопутиловской."
12336390,2019-12-08 06:53:59,"Сегодня в 3 часа ночи на Будапештской ул. 95 корп. 1 во дворе с грохотом упало дерево прямо на автомобиль, удар был сильным, помяло, стёкла разбиты.."
12336388,2019-12-08 06:52:39,"Туристская, 28.
5ого декабря с утра обнаружили, что кто-то так сильно въехал в нашу машину, что ее аж сдвинуло по диагонали. В итоге повреждены две машины - наша и соседняя. Виновник ДТП скрылся. Парковка напротив здания по адресу Туристкая улица, 26.

По слухам виновник ДТП - белый Фольцваген поло, по повреждениям  должен быть поврежден задний фонарь.

Если кто-то был свидетелем, или у кого-то есть видеорегистраторы с датчиками на движение, и любой, кто может помочь информацией - напишите, пожалуйста. 

Будем очень признательны."
12336386,2019-12-08 06:51:56,В Альпийском переулке во дворах  упало дерево
12336061,2019-12-07 23:42:01,На пересечении Дунайского проспекта и Московского шоссе ДТП. Светофоры не работают.
12335402,2019-12-07 19:12:55,"Новости города за сегодняшний день:

1. Липовые «газовщики» грабили квартиры пенсионеров в Петербурге. https://vk.cc/a6VG3n
2. «Лада» не пропустила колонну ОМОН на Петроградской набережной. https://vk.cc/a6VGxV
3. Иномарка сбила пенсионерку в Коммунаре. https://vk.cc/a6VGYc
4. В Тосно водитель Mitsubishi насмерть сбил женщину. https://vk.cc/a6VHlD
5. Девушка упала с седьмого этажа и выжила в Московском районе. https://vk.cc/a6VLD9
6. Бастрыкин наградил двух петербуржцев за спасение детей из Фонтанки. https://vk.cc/a6VLWz
7. Машина провалилась в яму «Водоканала» на Стачек. https://vk.cc/a6VNUg
8. Школьника из Петербурга наградили за спасение провалившейся под лед девочки. https://vk.cc/a6VOrF
9. Медики не смогли привести в чувства потерявшего сознание мужчину на Черкасова. https://vk.cc/a6VPVy
10. Длинная очередь выстроилась в Эрмитаж в день рождения музея. https://vk.cc/a6VQop"
12334935,2019-12-07 17:56:46,"На Замшиной улице, между Блюхера и Бестужевской, ГАЗель забодала ""Нексию""."
12334860,2019-12-07 17:31:36,Авария на Витебском проспекте.
12334550,2019-12-07 16:00:06,"🤗 Друзья, Добрый день!
Меня зовут [id465341425|Наталья] 😊
Я кондитер, готовлю тортики, капкейки 🧁 
и домашнюю выпечку на любой вкус 🥧
С удовольствием порадую вас и ваших любимых сладкоежек 😊
Готовлю не только красивые, но вкусные тортики, поэтому если просто решили насладиться сладким без повода, могу приготовить без лишнего декора, по приятной цене 😉
Готовлю только из натуральных, качественных и свежих продуктов.
Для заказа или консультации пишите мне сообщение в ВК или вотсапп +79883149096

Выбрать тортик можно в моих альбомах, либо предложить свой вариант, как по декору, так и по начинке!

😊 Добавляйтесь в друзья, чтобы не потерять 🤗
https://vk.com/id465341425

Отзывы
https://vk.com/topic-184489024_39682915"
12334369,2019-12-07 15:27:36,"Добрый вечер, нужна помощь!!!
Застряли на Заречной улице, что на Парнасе 
Пытались вытащить на заднем приводе
Нужен полный."
12334295,2019-12-07 15:11:53,"Джетта неслась по проспекту Обуховской обороны, водитель потерял управление и задел грузовик, 
колесо у легковушки от удара сломалось , и она стоит на трамвайных путях, мешая проезду"
12333849,2019-12-07 13:00:12,"В ДТП произошедшего 1 декабря, в 10:15 возле магазина БалтКам на Полюстровском проспекте, 54 дознаватель мне вменяет, будто я не стоял , а подрезал девушку сзади на Киа Рио в момент её обгона, 
но я стоял, для поворота налево во двор , пропуская встречные автомобили.
 При совершении маневра получил удар сзади в левое переднее крыло. 

Девушка, водитель вьехавшего в меня автомобиля, свою вину отрицает. 
Дознаватель говорит: принесешь доказательства, что стоял в включенным поворотом- будешь прав, иначе вина на тебе

Прошу откликнуться свидетелей ДТП с участием Альфа Ромео и Киа Рио, 

если вам что-либо известно, пожалуйста, свяжитесь со мной по номеру +79523969986."
12333722,2019-12-07 12:30:03,"ДТП И ЧП | Санкт-Петербург рекомендует!

Скачай приложение и подпишись! Вместе мы сила!"
12333677,2019-12-07 12:21:16,Еще фото к пожару на Ленинском 126. Новость ранее: https://vk.com/wall-68471405_12333177
12333492,2019-12-07 11:47:54,"Такси намотало на столб на перекрестке Гастелло и Ленсовета
2я машина горит 
Таксист травмировал руку, водителя КИА увезли в реанимацию"
12333177,2019-12-07 10:50:28,"Горят вагончики у строящегося здания. Ленинский проспект 126
Пожарная машина уже на месте
Есть пострадавшая машина"
12333006,2019-12-07 10:19:37,Авария сегодня утром на пересечении Петергофского шоссе и Доблести.
12332748,2019-12-07 09:26:31,"Рядом с ЖК Новоселье сбили стойку для дорожных знаков. Как это произошло известно. Еще снесли часть забора светофор.

UPD: Жителям Новоселья известно как это произошло. Причина аварии - водитель не справился с управлением при попытке пролететь на ""жёлтый"". Без жертв."
12332707,2019-12-07 09:19:24,"На Рябовском шоссе каршеринг наказал Мерседес АМГ, стоят ждут ДПС"
12332373,2019-12-07 08:12:37,"Подборка интересных кейсов о том, как видеодомофоны помогают обеспечивать безопасность во дворах и парадных.

С помощью «умных» домофонов, которые появились в Петербурге, граждане и полиция могут следить за порядком во дворах и парадных. Уже есть примеры выявления правонарушителей.

Телеком-оператор «Дом.ru» (входит в АО «ЭР-Телеком Холдинг») установил в городе более 7000 домофонов со встроенными камерами наблюдения, позволяющими в режиме реального времени наблюдать за окрестностями. Смотреть за двором и даже открывать вход в парадную, жители могут прямо на экране смартфона с помощью специального приложения «Умный Дом.ru». При этом можно просмотреть видеозаписи с камер за предыдущие семь дней.

Практика показала, что «умные» домофоны действительно могут помочь в выявлении злоумышленников. Так, в одном из домов Петроградского района жители смогли быстро выяснить причину, по которой их подъезды остались без электроснабжения. На видео с домофона было видно, что ночью к электросети дома хотели подключить соседний магазин. Его сотрудников сняли видеокамеры, которые «видят» даже в темноте. Видеосъемка позволила подать заявление в полицию.

В другом случае «умный» домофон позволил найти мужчину, который обокрал женщину, у которой провел ночь. Одинокая дама познакомилась с горячим южным мужчиной и пригласила его в гости. Однако утром ее романтическое приключение обернулось жестоким разочарованием: мужчина исчез, не попрощавшись, захватив драгоценности своей недолгой подруги. Полиция, просмотрев видеозапись «умного» домофона быстро вычислила злоумышленника и задержала его.

«Умные» домофоны также могут помочь сохранить жизнь и здоровье граждан. Например, найти родственников тяжелобольных людей. Недавно в центре Петербурга обнаружили человека без сознания. Врачи «скорой помощи» выявили у него проблемы с сердцем и отвезли в больницу. Однако, документов и телефона при госпитализированном не оказалось. В такой ситуации идентифицировать личность больного помог ключ от «умного домофона», ведь он имеет идентификатор с конкретным адресом. Полиция уже на следующий день смогла найти родственников больного человека.

И таких случаев, когда «умный» домофон помогает бороться с правонарушителями, немало. Теперь стало гораздо легче найти граждан, которые выкидывают мусор прямо в парадных, угоняют велосипеды, похищают вещи.

«Дом.ru» работает над расширением функционала устройств. Например, скоро пользователи смогут добавлять в мобильное приложение профили всех членов семьи, и видеть, кто из них дома. Родители смогут получать push-уведомление на смартфон, когда ребенок откроет дверь в подъезд. Появится возможность включать абонентскую плату за «умный домофон» в один счет с другими услугами – цифровым ТВ, интернетом и телефонией «Дом.ru».

Для управляющих компаний и ТСЖ в приложении «Умный Дом.ru» появится личный кабинет, где можно будет просматривать видео с каждой из камер, открывать дверь, общаться с визитерами, а также отправлять сообщения жильцам об отключении воды или проведении ремонта, принимать от них коммунальные заявки, отслеживать срок и качество их выполнения. Приложение позволит управлять коммунальной инфраструктурой дома жителям и обслуживающим организациям. К 2020 году «Дом.ru» установит в Петербурге 8532 «умных» домофона. Проект реализуется в рамках госконтракта, направленного на реализацию проекта «Безопасный город».

Всего в России «Дом.ru» установил 10 000 «умных» домофонов в 35 городах. Десятитысячное устройство компания подключила в ноябре в Саратове. Лидером среди городов по количеству установленных «умных» домофонов стал Санкт-Петербург. В ТОП-5 рейтинга также вошли Красноярск, Тула, Ростов-на-Дону и Иркутск."
12332318,2019-12-07 08:03:02,На Зольной улице Сандеро вылетел на встречку с переворотом. Прям в лоб Ларгус. Все живи пострадал водитель и пассажир Ларгуса. Все службы на месте. Приехали быстро.
12332146,2019-12-07 07:28:01,"На Пересечении Индустриального и шоссе Революции поло попал под грузовик. Будьте аккуратнее. 8:55. Морда у Поло в хлам. Простите, фото не получилось, движение"
12332131,2019-12-07 07:25:10,"На Константина Заслонова полиция встретилась с Яндекс.Такси

Такси полностью на встречке"
12331783,2019-12-07 05:50:54,"На проспекте Стачек, напротив Кировского завода в сторону метро, в яму где производились ремонтные работы провалилась машина."
12330936,2019-12-06 22:03:00,Во Всеволожске на Василеозерской улице загорелся внедорожник.
12330915,2019-12-06 22:00:53,В Буграх у мельницы грузовик Петровича почти сбил столб.
12330667,2019-12-06 21:30:09,На Свердловской  набережной ещё один  перевертыш лежит
12330654,2019-12-06 21:29:06,"06.12.2019 в 22:50 на перекрестке ул. Жукова и Кондратьевского BMW под управлением сильно нетрезвого человека в капюшоне врезалась в Тойоту и попыталась скрыться по тротуарам, но при преследовании удалось догнать BMW, вытащить водителя и вызвать полицию."
12330650,2019-12-06 21:28:38,На Пересечении Наставников и Ленской Яндекс отправил автомобиль в забор
12330271,2019-12-06 20:41:53,"Новости нашего Мегаполиса: 
 
1. «Место встречи изменить нельзя»: очередная ГАЗель встряла под «Мостом глупости» https://vk.cc/a6JxX3 
2. Водитель Toyota стал виновником смертельного ДТП на трассе «Вологда – Тихвин» https://vk.cc/a6Jyqp 
3. Автомобиль сгорел на мосту через реку Ждановку в Петербурге https://vk.cc/a6Jyzr 
4. Электричка сбила насмерть мужчину в наушниках у «Мельничного ручья» https://vk.cc/a6Jz4W 
5. Вечером пятницы в Петербурге эвакуировали вузы https://vk.cc/a6Jzf0 
6. «Прилесье» выходит из блэкаута https://vk.cc/a6JztN 
7. Фанаты «Зенита» планируют покинуть трибуны сегодня на 40-й минуте матча с «Динамо» https://vk.cc/a6JzYD Фанаты «Динамо» и «Зенита» покинули трибуны на 30-й минуте и 40-й минуте матча https://vk.cc/a6JAgJ 
8. Угнанный в Петербурге внедорожник с бриллиантом нашли, но без миллионов https://vk.cc/a6JAxa 
9. «7Я Семья» закроет в Петербурге до конца года 20 магазинов https://vk.cc/a6JLO6"
12330097,2019-12-06 20:28:34,На Камчатской у магазина Сатурн  перевернулся Форд . Все живы. Службы на месте.
12328818,2019-12-06 19:07:49,"Поворот с Малой Балканской на Будапештскую. 

Водитель Фольксвагена автору видео:
""У тебя помеха справа! Ты должен уступить!"""
12328747,2019-12-06 18:59:16,"Авария на Стропетергофском проспекте у ст. метро Нарвская. 

Водители, которые плевали на других. Если вы хотите получить взаимоуважение на дороге, чтоб вас пропускали при сужении через одного, и в других подобных случаях, начните с себя. Не надо в наглую выжимать с полосы других участников движения. Включенный сигнал поворота говорит не только о вашем намерении совершить манёвр, но и уважении к другим участникам движения."
12328727,2019-12-06 18:54:44,"У ТРК Международный много пожарных машин. Видимо эвакуация.

UPD: Только что ещё три приехало, одна из которых с краном."
12328094,2019-12-06 17:00:09,
12328092,2019-12-06 17:00:06,Заминировали институт Кино и Телевидения. Время 19:54
12327737,2019-12-06 15:56:51,На мосту через реку Ждановка горит машина
12327620,2019-12-06 15:41:55,"ЛГУ им.Пушкина опять ""заминировали"""
12327602,2019-12-06 15:39:29,"Стоят трамваи в обе стороны на Володарском мосту 
Повреждено трамвайно-троллейбусное пересечение"
12327588,2019-12-06 15:37:25,"Пробка от перекрестка с пр. Энгельса по ул. Михаила Дудина в сторону м. Парнас. Перекрыты все полосы, проезд только по крайней правой с заездом на тротуар."
12327543,2019-12-06 15:29:21,Между Московским шоссе и Софийской фотогрфируются во втором ряду на внешнем кольце КАД. Лучше бы знак аварийной остановки выставили.
12327531,2019-12-06 15:27:50,"6 декабря утром на Гражданском проспекте у дома 83.3 был угнан автомобиль Hyundai Tucson белого цвета, 2018 года выпуска
Госномер А148ХВ198
Просьба оказать помощь в розыске угнанного автомобиля Хендай Туссан А148ХВ 198"
12327381,2019-12-06 15:05:12,На Выборгском при повороте в Песочку Куга с Калиной устроили ДТП и перекрыли всего 1 полосу
12327279,2019-12-06 14:55:49,"Прошу помощи в поисках свидетелей ДТП. Авария произошла в ночь с 30 ноября на 1 декабря, напротив дома 24к1 по улице Демьяна Бедного. Виновник врезался в Фольксваген Поло и скрылся с места ДТП. Благодарю за помощь в содействии."
12327271,2019-12-06 14:55:10,"На набережной р. Фонтанки Газель встретила Газель 🥰 возле 134 дома, ориентир Красноармейский мост🤨"
12326993,2019-12-06 14:23:02,Мерседес и Форд встретились на Заставской 28. Проезд сильно ограничен
12326911,2019-12-06 14:15:31,"ДТП на пересечении Московского проспекта и 4-й Красноармейской. Оба выезжали с 4-й Красноармейской, правда фургон из правого ряда налево, а второй участник - наоборот, из левого в правый. Так как при повороте направо пешеходы идут, многие слева обгоняют пробку, становятся вторым рядом и едут направо."
12326909,2019-12-06 14:14:58,"Стоит весь кад в районе Пулково, перекрыли полностью! Опять мы смертные ждём..."
12326790,2019-12-06 14:00:05,"Уважаемые автомобилисты, очень извиняемся если, мы кому-то доставили не удобства, но у нас не осталось другого выхода как устроить непрерывный пешеходный переход у правительства Ленинградской области на Суворовском 67

Мы обманутые дольщики от компании Лидер групп (депутата ГосДумы от КПРФ Александра Некрасова, 40 место рейтинга миллиардеров Делового Петербурга в 2018г. с состоянием 25 млрд руб.) вторая очередь нашего ЖК Три кита (Лен.обл, метро Девяткино) задержана на 22 месяца, третья очередь задержана на 11 месяцев от даты завершения строительства, так же у Лидер Групп ещё четыре долгостроя в Девяткино.

Вчера пришел ответ от главы комитета стройнадзора ЛО со смыслом, что застройщик сам устанавливает сроки строительства не смотря на даты указанные в ДДУ и может сам переносить сроки строительства, мы видим к каким задержкам это приводит и как страдают люди, которые не могут получить квартиры.

Вчера так же была отправлена эта информация губернатору Ленинградской области Дрозденко Александр Юрьевичу, ответ получили со следующим смыслом - что мы обмануты в соответствии с законом, и должны ждать (только не понятно чего) и контролировать сроки строительства они не могут, а застройщик может переносить сроки по своему усмотрению.

Мы считаем что это беззаконие, которое может коснуться каждого и мы вышли заявить о себе

Если Дрозденко не может назначить ответственных за соблюдением сроков и разобраться с бардаком на своей территории, мы просим подсказать как заявить о себе, что бы Путин Владимир Владимирович, разобрался в этой ситуации и назначил ответственных.

Как заявить о себе, что бы президент обратил внимание на проблему?"
12326632,2019-12-06 13:00:12,
12326571,2019-12-06 12:49:17,"Ищу свидетелей ДТП, которое произошло 4 декабря (среда) в 14:50 на площади Восстания, 
Не можем определиться, кто из нас двигался на зелёный, а кто на красный сигнал светофора.
Может кто проезжал с видеорегистратором и снял видео ДТП буду очень признателен!"
12326372,2019-12-06 12:02:44,ТЦ Жемчужная плаза эвакируют
12326212,2019-12-06 11:31:47,"ТЦ ""Охта Молл"" опять эвакуация..."
12325758,2019-12-06 10:17:47,"В 12:40 перекрыты Кутузовская наб., Дворцовая наб., Троицкий мост. Объезжайте!"
12325747,2019-12-06 10:16:44,В 9 утра было ДТП на участке кругового движения при съезде с Народной на Большевиков. Маленькая красная машина поторопилась и притерлась с манипулятором. Смотреть с 50 секунды.
12325637,2019-12-06 10:02:44,"И снова суды на выход:
12:29 Петродворцовый районный суд эвакуируется.
12:31 Санкт-Петербургский городской суд эвакуируется.
12:44 Куйбышевский, Октябрьский районные суды эвакуируются.
Октябрьский районный суд возвращается к работе. Опасных предметов и взрывчатых веществ не найдено. В 13:41
Куйбышевский районный суд возвращается к работе. Опасных предметов и взрывчатых веществ не найдено в 14:11

12:54 Приморский районный суд эвакуируется.
13:02 Московский районный суд эвакуируется.
13:06 Выборгский районный суд эвакуируется.
13:18 Сестрорецкий районный суд эвакуируется.
13:43 Фрунзенский районный суд эвакуируется. Фрунзенский районный суд возвращается к работе. Опасных предметов и взрывчатых веществ не найдено. В 14:10"
12325578,2019-12-06 09:54:09,"Ищу свителей повреждения автомобиля Ford Fusion темно-синего цвета

Ст.м. Удельная
5 декабря около 18:40
По адресу: Елецкая 13 или Костромской 30 (у дома 2 адреса). 

Прилагаю фотографии Ford и неизвестной машины (если узнали марку, подскажите, пожалуйста). Поврежденный форд стоял на Елецкой улице в месте над красной линией на 3 фото

У виновного на крыше установлена какая-то металлическая конструкция, также на видео видно,что не работает задний правый стоп

Видео и фотографии виновного присланы свидетелями, к сожалению, номер не запомнили.

За информацию о номере обещаю вознаграждение."
